brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,type,display_size,Touchscreen,msoffice,latest_price
HP,15s,AMD,Ryzen 3,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,44490
DELL,Vostro,AMD,Ryzen 3,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,40590
DELL,Inspiron,AMD,Ryzen 3,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,42090
DELL,Vostro,AMD,Ryzen 3,Other,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14,No,Yes,35990
HP,15s,AMD,Ryzen 3,Other,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,No,Yes,39490
DELL,Inspiron,AMD,Ryzen 3,Other,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,No,No,37390
DELL,Inspiron,AMD,Ryzen 3,Other,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,No,Yes,52632
DELL,Inspiron,AMD,Ryzen 3,Other,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,No,Yes,39990
DELL,DELL,AMD,Ryzen 3,Other,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,No,No,43990
HP,15q,AMD,Ryzen 3,Other,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,No,No,32917
Lenovo,Ryzen,AMD,Ryzen 3,Other,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,No,No,34990
DELL,Inspiron,AMD,Ryzen 3,Other,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.96,No,No,39990
HP,15s,AMD,Ryzen 3,Other,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,No,Yes,41999
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4,DDR4,0,512,DOS,32-bit,0,Casual,15.6,No,No,22990
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4,LPDDR4X,0,512,DOS,32-bit,0,Casual,15.6,No,No,22490
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4,LPDDR4X,0,512,DOS,32-bit,0,Casual,15.6,No,No,22990
MICROSOFT,Surface,AMD,Ryzen 5,Other,4,DDR4,128,0,Windows,64-bit,0,Casual,15.6,Yes,No,99990
DELL,Vostro,AMD,Ryzen 5,Other,8,DDR4,256,0,Windows,64-bit,0,Casual,14,No,Yes,41990
DELL,Inspiron,AMD,Ryzen 5,Other,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,No,No,44490
DELL,Inspiron,AMD,Ryzen 5,Other,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,No,Yes,41990
DELL,Vostro,AMD,Ryzen 5,Other,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14,No,Yes,44490
MSI,Modern,AMD,Ryzen 5,Other,4,DDR4,256,0,Windows,64-bit,0,Casual,15.6,No,No,49990
DELL,Inspiron,AMD,Ryzen 5,Other,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,No,No,44390
HP,Pavilion,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,57990
Lenovo,IdeaPad,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,Yes,56990
Lenovo,IdeaPad,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,48990
HP,Ryzen,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,Yes,49970
MSI,Modern,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,Casual,14,No,No,47990
HP,Ryzen,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,48990
acer,Swift,AMD,Ryzen 5,Other,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,14,No,No,53990
Lenovo,IdeaPad,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,52990
acer,Aspire,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,43990
Lenovo,Ideapad,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,No,59490
MSI,Bravo,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,64990
DELL,Vostro,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,47490
HP,HP,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,59990
Lenovo,Legion,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,69990
HP,15-ec1105AX,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,58990
DELL,Vostro,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,59490
HP,Pavilion,AMD,Ryzen 5,Other,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,67500
HP,Ryzen,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,32-bit,0,Casual,15.6,No,No,48990
ASUS,VivoBook,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,Casual,14,Yes,Yes,62450
ASUS,VivoBook,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,Casual,14,No,No,58990
ASUS,APU,AMD,Quad,10th,4,DDR4,0,512,DOS,32-bit,0,Casual,15.6,No,No,19990
HP,Pavilion,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,57999
ASUS,VivoBook,AMD,Ryzen 5,Other,16,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,56990
HP,Pavilion,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,Yes,72990
HP,Pavilion,AMD,Ryzen 5,Other,16,DDR4,512,0,Windows,64-bit,0,Casual,13.3,No,Yes,65990
HP,Envy,AMD,Ryzen 5,Other,16,DDR4,512,0,Windows,64-bit,0,Casual,13.3,Yes,Yes,98020
HP,Pavilion,AMD,Ryzen 5,Other,16,DDR4,512,0,Windows,64-bit,2,Casual,14,No,Yes,63990
ASUS,Ryzen,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,15.6,No,Yes,49890
DELL,Inspiron,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,49990
DELL,Vostro,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,Yes,59490
HP,Envy,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,Casual,13.3,Yes,Yes,73999
DELL,Inspiron,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,60990
DELL,G5,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,6,Casual,15.6,No,No,76190
Lenovo,Yoga,AMD,Ryzen 5,Other,4,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16,Yes,Yes,74798
ASUS,VivoBook,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,58990
HP,Ryzen,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,32-bit,4,Casual,15.6,No,No,68100
Lenovo,Yoga,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,Yes,Yes,77990
HP,Pavilion,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,55090
ASUS,Zenbook,AMD,Ryzen 5,Other,4,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,Yes,No,91990
HP,Pavilion,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,16,No,Yes,84208
acer,Aspire,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,44990
HP,15s,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,53490
Lenovo,Legion,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,76498
DELL,Ryzen,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,98920
MSI,Modern,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,54990
acer,Aspire,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,49990
HP,Ryzen,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,32-bit,0,Casual,15.6,No,No,52380
acer,Aspire,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,49990
HP,14s,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,52500
Vaio,E,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,49590
ASUS,Ryzen,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,49990
acer,Aspire,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,75999
ASUS,AMD,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,16,No,No,80990
Lenovo,IDEAPAD,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,32-bit,0,Casual,15.6,No,No,59900
HP,15s,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,54590
DELL,Inspiron,AMD,Ryzen 5,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,Yes,Yes,75500
HP,Ryzen,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,51890
ASUS,VivoBook,AMD,Ryzen 5,Other,16,DDR4,512,0,Windows,64-bit,0,Casual,17.3,No,No,78000
Vaio,E,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,50990
HP,Pavilion,AMD,Ryzen 5,Other,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,Yes,59999
HP,Pavilion,AMD,Ryzen 5,Other,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,Yes,64990
DELL,Ryzen,AMD,Ryzen 5,Other,4,DDR4,1024,0,Windows,32-bit,0,Casual,15.6,No,No,57900
Lenovo,Yoga,AMD,Ryzen 5,Other,4,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,16,Yes,Yes,81978
HP,Pavilion,AMD,Ryzen 5,Other,4,DDR4,0,1024,Windows,64-bit,4,Gaming,15.6,No,No,59990
DELL,Inspiron,AMD,Ryzen 5,Other,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,No,No,49490
ASUS,VivoBook,AMD,Ryzen 5,Other,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,No,No,54990
Lenovo,Legion,AMD,Ryzen 5,Other,8,DDR4,256,1024,Windows,64-bit,4,Casual,15.6,No,No,68500
ASUS,VivoBook,AMD,Ryzen 5,Other,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,No,No,54990
ASUS,VivoBook,AMD,Ryzen 5,Other,8,DDR4,256,1024,Windows,32-bit,0,Casual,15.6,No,Yes,54990
Lenovo,Ideapad,AMD,Ryzen 5,Other,8,DDR4,256,1024,Windows,64-bit,0,Gaming,15.6,No,Yes,63990
HP,Pavilion,AMD,Ryzen 5,Other,4,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,No,No,80000
DELL,Ryzen,AMD,Ryzen 5,Other,4,DDR4,256,1024,Windows,32-bit,0,Casual,15.6,No,No,51990
ASUS,VivoBook,AMD,Ryzen 5,Other,4,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,No,Yes,62990
HP,Ryzen,AMD,Ryzen 5,Other,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,No,No,52990
ASUS,Ryzen,AMD,Ryzen 5,Other,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,No,Yes,75100
ASUS,ASUS,AMD,Ryzen 7,Other,16,DDR4,512,0,Windows,32-bit,4,Gaming,17.3,No,No,76990
ASUS,Ryzen,AMD,Ryzen 7,Other,16,DDR4,512,0,Windows,64-bit,4,Casual,14,No,No,79990
ASUS,ROG,AMD,Ryzen 7,Other,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,71990
ASUS,ROG,AMD,Ryzen 7,Other,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,71990
Lenovo,Lenovo,AMD,Ryzen 7,Other,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,Yes,99990
ASUS,Ryzen,AMD,Ryzen 7,Other,16,DDR4,512,0,Windows,64-bit,0,Casual,14,No,No,79990
DELL,Ryzen,AMD,Ryzen 7,Other,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,93990
ASUS,ASUS,AMD,Ryzen 7,Other,16,DDR4,512,0,Windows,64-bit,4,Gaming,17.3,No,No,82990
ASUS,ROG,AMD,Ryzen 7,Other,4,DDR5,512,0,Windows,64-bit,4,Casual,16,No,No,106990
ASUS,VivoBook,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,16,No,No,92990
Lenovo,IdeaPad,Intel,Ryzen 7,Other,4,DDR4,512,0,Windows,32-bit,4,Casual,16,No,Yes,81490
ASUS,VivoBook,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,16,No,Yes,56990
MSI,Modern,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,64990
Lenovo,Ideapad,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,60990
Lenovo,Ryzen,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,4,Casual,16,No,Yes,84988
HP,Pavilion,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,4,Casual,16,No,No,90990
Vaio,E,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,56990
ASUS,VivoBook,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,63990
Lenovo,Ideapad,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,63990
HP,Ryzen,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,57999
ASUS,Ryzen,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,32-bit,4,Casual,15.6,No,No,72400
Lenovo,Yoga,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,16,Yes,No,78990
acer,Aspire,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,59990
ASUS,ROG,AMD,Ryzen 7,Other,4,DDR5,512,0,Windows,32-bit,4,Casual,16,No,No,111990
HP,Ryzen,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,32-bit,0,Casual,16,Yes,No,109000
DELL,G5,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,6,Casual,16,No,No,89990
Lenovo,Yoga,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,16,Yes,Yes,78988
Lenovo,Ryzen,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,4,Casual,16,No,No,73138
Lenovo,Ryzen,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,4,Casual,16,No,No,106990
ASUS,Ryzen,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,32-bit,4,Casual,15.6,No,No,79990
DELL,Inspiron,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,Casual,16,Yes,Yes,89570
HP,15s,AMD,Ryzen 7,Other,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,68500
Lenovo,Ideapad,AMD,Ryzen 7,Other,16,DDR4,512,0,Windows,64-bit,0,Casual,14,No,No,73400
Vaio,E,AMD,Ryzen 7,Other,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,57990
HP,Pavilion,AMD,Ryzen 7,Other,16,DDR4,512,0,Windows,64-bit,2,Casual,14,No,Yes,79990
HP,Pavilion,AMD,Ryzen 7,Other,16,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,Yes,84990
MSI,Alpha,AMD,Ryzen 7,Other,16,DDR4,1024,0,Windows,64-bit,8,Casual,15.6,No,No,99990
ASUS,ROG,AMD,Ryzen 7,Other,8,LPDDR4X,1024,0,Windows,64-bit,4,Casual,14,No,No,72990
HP,HP,AMD,Ryzen 7,Other,16,DDR4,1024,0,Windows,64-bit,0,ThinNlight,13.3,Yes,Yes,92990
HP,Pavilion,AMD,Ryzen 7,Other,16,DDR4,1024,0,Windows,64-bit,0,ThinNlight,13.3,No,Yes,84190
ASUS,Zenbook,AMD,Ryzen 7,Other,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,14,Yes,No,112990
ASUS,ROG,AMD,Ryzen 7,Other,4,DDR5,1024,0,Windows,32-bit,4,Casual,16,No,No,114990
acer,Swift,AMD,Ryzen 7,Other,4,DDR4,1024,0,Windows,64-bit,4,Casual,16,No,No,99990
ASUS,TUF,AMD,Ryzen 7,Other,4,DDR4,1024,0,Windows,32-bit,4,Gaming,15.6,No,No,95990
HP,OMEN,AMD,Ryzen 7,Other,4,DDR4,1024,0,Windows,64-bit,8,Casual,16,No,No,159990
ASUS,ROG,AMD,Ryzen 7,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,15.6,No,Yes,76990
Lenovo,Legion,AMD,Ryzen 7,Other,4,DDR4,1024,0,Windows,64-bit,6,Casual,16,No,Yes,130990
ASUS,VivoBook,AMD,Ryzen 7,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,No,No,99990
ASUS,ROG,AMD,Ryzen 7,Other,4,DDR5,1024,0,Windows,64-bit,4,Casual,16,No,No,112990
Lenovo,Ideapad,AMD,Ryzen 7,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,No,Yes,77988
ASUS,ROG,AMD,Ryzen 7,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,15.6,No,Yes,76000
ASUS,ROG,AMD,Ryzen 7,Other,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16,Yes,No,99990
ASUS,Zephyrus,AMD,Ryzen 7,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,15.6,No,No,111000
ASUS,Ryzen,AMD,Ryzen 7,Other,16,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,13.3,No,Yes,84970
HP,Pavilion,AMD,Ryzen 7,Other,16,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,No,Yes,75990
acer,Nitro,AMD,Ryzen 7,Other,16,DDR4,256,1024,Windows,64-bit,6,Casual,15.6,No,No,89990
acer,Nitro,AMD,Ryzen 7,Other,16,DDR4,256,1024,Windows,64-bit,4,Casual,15.6,No,No,81990
Lenovo,Ryzen,AMD,Ryzen 7,Other,4,DDR4,512,1024,Windows,32-bit,0,Casual,16,No,No,80490
ASUS,ROG,AMD,Ryzen 9,Other,16,DDR4,1024,0,Windows,64-bit,6,Casual,15.6,No,No,135990
ASUS,ROG,AMD,Ryzen 9,Other,16,DDR4,1024,0,Windows,32-bit,0,Casual,15.6,No,No,154990
ASUS,ROG,AMD,Ryzen 9,Other,16,DDR4,1024,0,Windows,64-bit,8,Casual,15.6,No,Yes,199990
ASUS,ROG,AMD,Ryzen 9,Other,16,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,No,No,114990
ASUS,ROG,AMD,Ryzen 9,Other,16,DDR4,1024,0,Windows,64-bit,6,Casual,15.6,No,Yes,129990
ASUS,ROG,AMD,Ryzen 9,Other,16,LPDDR4X,1024,0,Windows,64-bit,4,Casual,13.4,Yes,Yes,114990
MSI,Delta,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,No,No,146990
ASUS,VivoBook,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,No,No,104990
ASUS,ROG,AMD,Ryzen 9,Other,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16,Yes,No,114990
ASUS,ROG,AMD,Ryzen 9,Other,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16,Yes,Yes,124990
ASUS,Zenbook,AMD,Ryzen 9,Other,4,LPDDR4X,1024,0,Windows,64-bit,0,Casual,16,Yes,No,134990
HP,OMEN,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,8,Casual,16,No,Yes,141990
ASUS,Rog,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,No,No,129990
ASUS,ROG,AMD,Ryzen 9,Other,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,15.6,Yes,Yes,142990
ASUS,Zephyrus,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,No,No,121990
ASUS,ROG,AMD,Ryzen 9,Other,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,15.6,Yes,Yes,124990
ASUS,ROG,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,6,Casual,16,No,No,141990
ASUS,VivoBook,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,4,Casual,16,No,No,162990
ASUS,VivoBook,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,No,No,130500
ASUS,VivoBook,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,No,No,116990
ASUS,Ryzen,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,32-bit,6,Casual,16,No,No,138990
ASUS,ROG,AMD,Ryzen 9,Other,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,15.6,Yes,Yes,234990
ASUS,ROG,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,No,No,135990
ASUS,ROG,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,0,Casual,16,No,No,144990
ASUS,Ryzen,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,No,No,149990
ASUS,Ryzen,AMD,Ryzen 9,Other,4,DDR4,1024,0,Windows,64-bit,4,Casual,16,No,No,142990
SAMSUNG,Galaxy,Qualcomm,Snapdragon 7c,Other,4,LPDDR4X,0,512,Windows,32-bit,0,Casual,15.6,No,No,38990
Lenovo,Thinkpad,AMD,Ryzen 5,10th,8,DDR4,512,0,DOS,64-bit,0,ThinNlight,14,No,No,57490
